date,temperature_outside_high,temperature_outside_low,temperature_inside,barometric_pressure,humidity_outside,humidity_inside,wind_speed,wind_direction_prevailing
2025-07-16 13:25:00,21.06,21.0,23.94,1008.23,61.0,50.0,0.0,NONE
2025-07-16 13:30:00,21.06,21.0,23.94,1008.26,58.0,49.0,0.0,NONE
2025-07-16 13:35:00,21.06,21.0,23.83,1008.26,58.0,49.0,0.0,NONE
2025-07-16 13:40:00,21.0,20.94,23.78,1008.23,59.0,49.0,0.0,NONE
2025-07-16 13:45:00,21.0,20.94,23.72,1008.13,60.0,50.0,0.0,NONE
2025-07-16 13:50:00,21.0,20.94,23.72,1008.3,59.0,49.0,0.0,NONE
2025-07-16 13:55:00,21.0,20.94,23.83,1008.26,64.0,52.0,0.0,NONE
2025-07-16 14:00:00,21.17,21.0,24.06,1008.26,66.0,54.0,0.0,NONE
2025-07-16 14:05:00,21.44,21.17,24.33,1008.16,63.0,53.0,0.0,NONE
2025-07-16 14:10:00,21.67,21.44,24.5,1008.09,65.0,53.0,0.0,ESE
2025-07-16 14:15:00,21.89,21.67,24.61,1007.99,65.0,55.0,0.0,ESE
2025-07-16 14:20:00,22.06,21.89,24.78,1007.72,63.0,52.0,0.0,NONE
2025-07-16 14:25:00,22.11,22.06,24.83,1007.69,65.0,54.0,0.0,NONE
2025-07-16 14:30:00,22.28,22.11,24.89,1007.62,61.0,53.0,0.0,NONE
2025-07-16 14:35:00,22.33,22.28,24.94,1007.55,66.0,54.0,0.0,NONE
2025-07-16 14:40:00,22.44,22.33,25.0,1007.62,63.0,54.0,0.0,NONE
2025-07-16 14:45:00,22.5,22.39,25.0,1007.59,68.0,56.0,0.0,NONE
2025-07-16 14:50:00,22.56,22.44,25.06,1007.55,64.0,56.0,0.0,NONE
2025-07-16 14:55:00,22.56,22.56,25.06,1007.45,66.0,55.0,0.0,SE
2025-07-16 15:00:00,22.61,22.5,25.06,1007.62,69.0,58.0,0.0,NONE
2025-07-16 15:05:00,22.61,22.56,25.17,1007.62,65.0,56.0,0.0,NONE
2025-07-16 15:10:00,22.67,22.61,25.11,1007.55,68.0,58.0,0.0,SE
2025-07-16 15:15:00,22.67,22.61,25.17,1007.42,65.0,55.0,0.0,NONE
2025-07-16 15:20:00,22.67,22.61,25.17,1007.35,69.0,57.0,0.0,NONE
2025-07-16 15:25:00,22.72,22.61,25.22,1007.42,66.0,58.0,0.0,NONE
2025-07-16 15:30:00,22.72,22.67,25.28,1007.28,65.0,56.0,0.0,NONE
2025-07-16 15:35:00,22.67,22.67,25.22,1007.42,68.0,57.0,0.0,ESE
2025-07-16 15:40:00,22.72,22.67,25.28,1007.55,66.0,57.0,0.0,NONE
2025-07-16 15:45:00,22.72,22.67,25.22,1007.65,68.0,57.0,0.0,NONE
2025-07-16 15:50:00,22.72,22.67,25.22,1008.06,67.0,58.0,0.0,NONE
2025-07-16 15:55:00,22.72,22.67,25.28,1008.3,67.0,56.0,0.0,NONE
2025-07-16 16:00:00,22.78,22.67,25.33,1008.7,70.0,58.0,0.0,NONE
2025-07-16 16:05:00,22.78,22.72,25.33,1008.67,64.0,55.0,0.0,ESE
2025-07-16 16:10:00,22.72,22.67,25.28,1008.33,67.0,56.0,0.0,NONE
2025-07-16 16:15:00,22.67,22.67,25.22,1008.26,69.0,58.0,0.0,NONE
2025-07-16 16:20:00,22.72,22.67,25.28,1008.13,66.0,56.0,0.0,ESE
2025-07-16 16:25:00,22.72,22.67,25.17,1008.06,69.0,58.0,0.0,NNE
2025-07-16 16:30:00,22.72,22.72,25.22,1008.06,65.0,56.0,0.0,NONE
2025-07-16 16:35:00,22.72,22.67,25.17,1008.23,68.0,57.0,0.0,WNW
2025-07-16 16:40:00,22.72,22.67,25.17,1008.16,68.0,59.0,0.0,NONE
2025-07-16 16:45:00,22.78,22.67,25.11,1008.06,67.0,56.0,0.0,NONE
2025-07-16 16:50:00,22.72,22.67,25.06,1007.99,66.0,58.0,0.0,NONE
2025-07-16 16:55:00,22.72,22.67,25.0,1007.93,67.0,57.0,0.0,NONE
2025-07-16 17:00:00,22.72,22.67,24.94,1007.79,70.0,59.0,0.0,NONE
2025-07-16 17:05:00,22.72,22.67,24.94,1007.38,65.0,57.0,0.0,NONE
2025-07-16 17:10:00,22.72,22.61,24.89,1007.15,66.0,57.0,0.0,NONE
2025-07-16 17:15:00,22.61,22.61,24.83,1006.88,69.0,58.0,0.0,NONE
2025-07-16 17:20:00,22.61,22.61,24.83,1006.91,66.0,57.0,0.0,NONE
2025-07-16 17:25:00,22.67,22.61,24.94,1006.77,68.0,59.0,0.0,NONE
2025-07-16 17:30:00,22.72,22.61,24.94,1006.94,66.0,56.0,0.0,NONE
2025-07-16 17:35:00,22.78,22.67,25.0,1006.88,68.0,58.0,0.0,NONE
2025-07-16 17:40:00,22.89,22.78,25.11,1006.57,67.0,58.0,0.0,NONE
2025-07-16 17:45:00,23.06,22.89,25.17,1006.2,65.0,56.0,0.0,NONE
2025-07-16 17:50:00,23.22,23.06,25.22,1006.4,67.0,57.0,0.0,NONE
2025-07-16 17:55:00,23.33,23.22,25.28,1006.4,65.0,57.0,0.0,NONE
2025-07-16 18:00:00,23.44,23.33,25.33,1006.3,65.0,56.0,0.0,NONE
2025-07-16 18:05:00,23.56,23.39,25.33,1006.3,67.0,58.0,0.0,NONE
2025-07-16 18:10:00,23.72,23.56,25.39,1006.1,62.0,56.0,0.0,NONE
2025-07-16 18:15:00,23.94,23.78,25.33,1005.99,64.0,56.0,0.0,NONE
2025-07-16 18:20:00,24.06,23.94,25.39,1005.96,66.0,58.0,0.0,NONE
2025-07-16 18:25:00,24.06,24.0,25.39,1006.03,62.0,57.0,0.0,NONE
2025-07-16 18:30:00,24.06,23.94,25.39,1006.3,65.0,57.0,0.0,NONE
2025-07-16 18:35:00,24.0,23.94,25.39,1006.16,66.0,59.0,0.0,NONE
2025-07-16 18:40:00,23.94,23.89,25.44,1006.3,63.0,56.0,0.0,NONE
2025-07-16 18:45:00,23.89,23.83,25.44,1006.1,66.0,57.0,0.0,NONE
2025-07-16 18:50:00,23.89,23.83,25.44,1006.3,65.0,58.0,0.0,NONE
2025-07-16 18:55:00,23.83,23.78,25.44,1006.33,62.0,55.0,0.0,NONE
2025-07-16 19:00:00,23.83,23.78,25.39,1006.67,65.0,57.0,0.0,NONE
2025-07-16 19:05:00,23.83,23.78,25.44,1006.71,65.0,58.0,0.0,NONE
2025-07-16 19:10:00,23.78,23.72,25.44,1006.67,62.0,55.0,0.0,NONE
2025-07-16 19:15:00,23.78,23.72,25.44,1006.6,65.0,57.0,0.0,NONE
2025-07-16 19:20:00,23.78,23.67,25.44,1006.47,64.0,58.0,0.0,NONE
2025-07-16 19:25:00,23.78,23.67,25.44,1006.5,62.0,55.0,0.0,NONE
2025-07-16 19:30:00,23.72,23.67,25.39,1006.47,64.0,56.0,0.0,NONE
2025-07-16 19:35:00,23.72,23.67,25.44,1006.74,65.0,57.0,0.0,NONE
2025-07-16 19:40:00,23.72,23.67,25.5,1006.6,61.0,55.0,0.0,NONE
2025-07-16 19:45:00,23.72,23.67,25.44,1006.81,65.0,56.0,0.0,NONE
2025-07-16 19:50:00,23.72,23.67,25.44,1006.98,64.0,57.0,0.0,NONE
2025-07-16 19:55:00,23.72,23.67,25.44,1006.71,62.0,55.0,0.0,NONE
2025-07-16 20:00:00,23.67,23.67,25.44,1006.77,64.0,56.0,0.0,NONE
2025-07-16 20:05:00,23.72,23.67,25.44,1006.6,65.0,57.0,0.0,NONE
2025-07-16 20:10:00,23.67,23.67,25.44,1006.67,63.0,56.0,0.0,NONE
2025-07-16 20:15:00,23.72,23.67,25.44,1006.64,64.0,56.0,0.0,NONE
2025-07-16 20:20:00,23.78,23.67,25.56,1006.67,64.0,56.0,0.0,NONE
2025-07-16 20:25:00,23.83,23.72,25.72,1006.81,64.0,56.0,0.0,NONE
2025-07-16 20:30:00,23.89,23.78,25.83,1007.01,64.0,56.0,0.0,NONE
2025-07-16 20:35:00,23.94,23.83,25.94,1007.15,64.0,56.0,0.0,NONE
2025-07-16 20:40:00,24.06,23.94,26.06,1007.28,64.0,56.0,0.0,NONE
2025-07-16 20:45:00,24.11,24.06,26.11,1007.04,64.0,56.0,0.0,NONE
2025-07-16 20:50:00,24.22,24.11,26.22,1007.01,63.0,56.0,0.0,NONE
2025-07-16 20:55:00,24.28,24.22,26.28,1007.18,63.0,56.0,0.0,NONE
2025-07-16 21:00:00,24.39,24.28,26.39,1007.18,63.0,55.0,0.0,NONE
2025-07-16 21:05:00,24.44,24.39,26.5,1007.15,63.0,55.0,0.0,NONE
2025-07-16 21:10:00,24.56,24.44,26.5,1007.35,63.0,55.0,0.0,NONE
2025-07-16 21:15:00,24.61,24.56,26.61,1007.62,63.0,55.0,0.0,NONE
2025-07-16 21:20:00,24.72,24.61,26.61,1007.72,63.0,55.0,0.0,NONE
2025-07-16 21:25:00,24.78,24.67,26.67,1007.62,63.0,55.0,0.0,NONE
2025-07-16 21:30:00,24.83,24.78,26.72,1007.65,63.0,55.0,0.0,NONE
2025-07-16 21:35:00,24.89,24.78,26.78,1007.28,62.0,55.0,0.0,NONE
2025-07-16 21:40:00,24.94,24.89,26.83,1007.45,61.0,54.0,0.0,NONE
2025-07-16 21:45:00,25.0,24.94,26.83,1007.18,61.0,54.0,0.0,NONE
2025-07-16 21:50:00,25.06,25.0,26.89,1007.65,62.0,54.0,0.0,NONE
2025-07-16 21:55:00,25.11,25.0,26.89,1007.18,62.0,54.0,0.0,NONE
2025-07-16 22:00:00,25.17,25.06,26.94,1007.08,62.0,54.0,0.0,NONE
2025-07-16 22:05:00,25.22,25.11,26.94,1007.04,62.0,55.0,0.0,NONE
2025-07-16 22:10:00,25.22,25.17,27.0,1007.15,61.0,55.0,0.0,NONE
2025-07-16 22:15:00,25.28,25.22,27.0,1007.38,61.0,55.0,0.0,NONE
2025-07-16 22:20:00,25.33,25.28,27.06,1007.15,61.0,54.0,0.0,NONE
2025-07-16 22:25:00,25.33,25.28,27.06,1007.38,62.0,55.0,0.0,NONE
2025-07-16 22:30:00,25.39,25.33,27.06,1007.35,61.0,54.0,0.0,NONE
2025-07-16 22:35:00,25.44,25.33,27.11,1007.45,61.0,54.0,0.0,NONE
2025-07-16 22:40:00,25.44,25.39,27.11,1007.35,61.0,54.0,0.0,NONE
2025-07-16 22:45:00,25.5,25.44,27.17,1007.11,61.0,54.0,0.0,NONE
2025-07-16 22:50:00,25.5,25.44,27.17,1006.98,61.0,54.0,0.0,NONE
2025-07-16 22:55:00,25.56,25.5,27.22,1006.94,61.0,54.0,0.0,NONE
2025-07-16 23:00:00,25.56,25.5,27.22,1006.98,61.0,54.0,0.0,NONE
2025-07-16 23:05:00,25.61,25.56,27.22,1006.84,61.0,54.0,0.0,NONE
2025-07-16 23:10:00,25.61,25.56,27.22,1006.98,61.0,54.0,0.0,NONE
2025-07-16 23:15:00,25.61,25.61,27.28,1006.94,61.0,54.0,0.0,NONE
2025-07-16 23:20:00,25.67,25.61,27.28,1007.32,61.0,54.0,0.0,NONE
2025-07-16 23:25:00,25.67,25.61,27.28,1007.21,61.0,54.0,0.0,NONE
2025-07-16 23:30:00,25.72,25.67,27.28,1006.88,61.0,54.0,0.0,NONE
2025-07-16 23:35:00,25.72,25.67,27.33,1006.77,61.0,54.0,0.0,NONE
2025-07-16 23:40:00,25.72,25.67,27.33,1006.88,61.0,54.0,0.0,NONE
2025-07-16 23:45:00,25.72,25.67,27.33,1007.15,61.0,54.0,0.0,NONE
2025-07-16 23:50:00,25.78,25.72,27.33,1007.18,61.0,54.0,0.0,NONE
2025-07-16 23:55:00,25.78,25.72,27.39,1007.32,61.0,54.0,0.0,NONE
2025-07-17 00:00:00,25.78,25.72,27.33,1007.18,61.0,54.0,0.0,NONE
2025-07-17 00:05:00,25.78,25.72,27.39,1007.32,61.0,54.0,0.0,NONE
2025-07-17 00:10:00,25.78,25.78,27.39,1006.94,61.0,54.0,0.0,NONE
2025-07-17 00:15:00,25.83,25.78,27.39,1006.37,61.0,54.0,0.0,NONE
2025-07-17 00:20:00,25.83,25.78,27.39,1006.64,61.0,54.0,0.0,NONE
2025-07-17 00:25:00,25.83,25.78,27.39,1007.15,61.0,54.0,0.0,NONE
2025-07-17 00:30:00,25.89,25.83,27.44,1007.15,61.0,54.0,0.0,NONE
2025-07-17 00:35:00,25.83,25.83,27.44,1007.08,61.0,54.0,0.0,NONE
2025-07-17 00:40:00,25.89,25.83,27.44,1007.38,61.0,54.0,0.0,NONE
2025-07-17 00:45:00,25.89,25.83,27.44,1007.48,61.0,54.0,0.0,NONE
2025-07-17 00:50:00,25.89,25.83,27.44,1007.21,61.0,54.0,0.0,NONE
2025-07-17 00:55:00,25.89,25.83,27.44,1007.38,61.0,54.0,0.0,NONE
2025-07-17 01:00:00,25.89,25.89,27.5,1007.15,61.0,54.0,0.0,NONE
2025-07-17 01:05:00,25.89,25.89,27.44,1007.55,61.0,54.0,0.0,NONE
2025-07-17 01:10:00,25.94,25.89,27.5,1007.55,61.0,54.0,0.0,NONE
2025-07-17 01:15:00,25.94,25.89,27.5,1007.15,61.0,54.0,0.0,NONE
2025-07-17 01:20:00,25.94,25.89,27.5,1007.04,61.0,54.0,0.0,NONE
2025-07-17 01:25:00,25.94,25.89,27.5,1007.04,61.0,54.0,0.0,NONE
2025-07-17 01:30:00,25.94,25.89,27.5,1007.28,61.0,55.0,0.0,NONE
2025-07-17 01:35:00,25.94,25.89,27.5,1007.15,61.0,55.0,0.0,NONE
2025-07-17 01:40:00,26.0,25.94,27.5,1007.01,61.0,54.0,0.0,NONE
2025-07-17 01:45:00,26.0,25.89,27.56,1006.98,61.0,55.0,0.0,NONE
2025-07-17 01:50:00,26.0,25.94,27.5,1006.94,61.0,55.0,0.0,NONE
2025-07-17 01:55:00,26.0,25.94,27.56,1006.6,61.0,55.0,0.0,NONE
2025-07-17 02:00:00,26.0,25.94,27.5,1007.04,61.0,55.0,0.0,NONE
2025-07-17 02:05:00,26.0,25.94,27.56,1007.25,62.0,55.0,0.0,NONE
2025-07-17 02:10:00,26.0,25.94,27.5,1006.88,61.0,55.0,0.0,NONE
2025-07-17 02:15:00,26.0,25.94,27.56,1006.54,61.0,55.0,0.0,NONE
2025-07-17 02:20:00,26.0,25.94,27.5,1006.6,61.0,55.0,0.0,NONE
2025-07-17 02:25:00,26.0,25.94,27.56,1006.94,62.0,55.0,0.0,NONE
2025-07-17 02:30:00,26.0,25.94,27.56,1007.11,62.0,55.0,0.0,NONE
2025-07-17 02:35:00,26.0,26.0,27.56,1006.23,62.0,55.0,0.0,NONE
2025-07-17 02:40:00,26.0,25.94,27.56,1007.01,62.0,55.0,0.0,NONE
2025-07-17 02:45:00,26.06,26.0,27.56,1007.21,62.0,55.0,0.0,NONE
2025-07-17 02:50:00,26.06,26.0,27.56,1007.11,62.0,55.0,0.0,NONE
2025-07-17 02:55:00,26.06,26.0,27.56,1007.32,62.0,55.0,0.0,NONE
2025-07-17 03:00:00,26.06,26.0,27.56,1007.55,62.0,55.0,0.0,NONE
2025-07-17 03:05:00,26.06,26.0,27.56,1008.3,62.0,55.0,0.0,NONE
2025-07-17 03:10:00,26.06,26.0,27.56,1007.65,62.0,55.0,0.0,NONE
2025-07-17 03:15:00,26.06,26.0,27.56,1007.42,62.0,55.0,0.0,NONE
2025-07-17 03:20:00,26.06,26.0,27.56,1007.69,62.0,55.0,0.0,NONE
2025-07-17 03:25:00,26.06,26.0,27.56,1007.42,62.0,55.0,0.0,NONE
2025-07-17 03:30:00,26.06,26.0,27.56,1007.65,62.0,55.0,0.0,NONE
2025-07-17 03:35:00,26.06,26.0,27.61,1008.09,62.0,55.0,0.0,NONE
2025-07-17 03:40:00,26.11,26.0,27.56,1008.23,62.0,55.0,0.0,NONE
2025-07-17 03:45:00,26.06,26.0,27.56,1008.2,62.0,55.0,0.0,NONE
2025-07-17 03:50:00,26.06,26.0,27.56,1008.37,62.0,55.0,0.0,NONE
2025-07-17 03:55:00,26.06,26.0,27.56,1007.72,62.0,55.0,0.0,NONE
2025-07-17 04:00:00,26.06,26.0,27.56,1008.03,62.0,55.0,0.0,NONE
2025-07-17 04:05:00,26.06,26.06,27.56,1008.33,62.0,55.0,0.0,NONE
2025-07-17 04:10:00,26.06,26.0,27.56,1008.37,62.0,55.0,0.0,NONE
2025-07-17 04:15:00,26.06,26.0,27.56,1008.16,62.0,55.0,0.0,NONE
2025-07-17 04:20:00,26.06,26.0,27.56,1007.96,62.0,55.0,0.0,NONE
2025-07-17 04:25:00,26.11,26.06,27.56,1008.5,62.0,55.0,0.0,NONE
2025-07-17 04:30:00,26.11,26.06,27.56,1008.16,62.0,55.0,0.0,NONE
2025-07-17 04:35:00,26.11,26.0,27.56,1008.3,62.0,55.0,0.0,NONE
2025-07-17 04:40:00,26.11,26.06,27.56,1008.06,62.0,55.0,0.0,NONE
2025-07-17 04:45:00,26.11,26.06,27.61,1007.55,62.0,55.0,0.0,NONE
2025-07-17 04:50:00,26.11,26.06,27.61,1007.42,63.0,55.0,0.0,NONE
2025-07-17 04:55:00,26.11,26.06,27.56,1007.65,63.0,56.0,0.0,NONE
2025-07-17 05:00:00,26.11,26.06,27.56,1007.89,62.0,55.0,0.0,NONE
2025-07-17 05:05:00,26.11,26.06,27.56,1008.26,62.0,55.0,0.0,NONE
2025-07-17 05:10:00,26.06,26.06,27.56,1007.35,62.0,55.0,0.0,NONE
2025-07-17 05:15:00,26.11,26.06,27.61,1008.5,63.0,56.0,0.0,NONE
2025-07-17 05:20:00,26.11,26.06,27.56,1008.16,63.0,56.0,0.0,NONE
2025-07-17 05:25:00,26.11,26.06,27.56,1008.3,63.0,56.0,0.0,NONE
2025-07-17 05:30:00,26.11,26.06,27.56,1008.6,63.0,56.0,0.0,NONE
2025-07-17 05:35:00,26.11,26.06,27.56,1008.77,63.0,56.0,0.0,NONE
2025-07-17 05:40:00,26.11,26.06,27.61,1008.47,63.0,56.0,0.0,NONE
2025-07-17 05:45:00,26.11,26.06,27.61,1007.99,63.0,56.0,0.0,NONE
2025-07-17 05:50:00,26.11,26.06,27.61,1008.77,63.0,56.0,0.0,NONE
2025-07-17 05:55:00,26.11,26.06,27.61,1008.77,63.0,56.0,0.0,NONE
2025-07-17 06:00:00,26.11,26.06,27.56,1008.37,63.0,56.0,0.0,NONE
2025-07-17 06:05:00,26.11,26.06,27.56,1009.35,63.0,56.0,0.0,NONE
2025-07-17 06:10:00,26.11,26.06,27.56,1009.58,63.0,56.0,0.0,NONE
2025-07-17 06:15:00,26.11,26.06,27.56,1009.08,63.0,56.0,0.0,NONE
2025-07-17 06:20:00,26.11,26.06,27.61,1009.35,63.0,56.0,0.0,NONE
2025-07-17 06:25:00,26.11,26.06,27.56,1007.99,63.0,56.0,0.0,NONE
2025-07-17 06:30:00,26.11,26.06,27.56,1008.67,63.0,56.0,0.0,NONE
2025-07-17 06:35:00,26.11,26.06,27.61,1009.99,63.0,56.0,0.0,NONE
2025-07-17 06:40:00,26.11,26.06,27.56,1010.53,63.0,56.0,0.0,NONE
2025-07-17 06:45:00,26.11,26.06,27.56,1008.6,63.0,56.0,0.0,NONE
2025-07-17 06:50:00,26.11,26.06,27.56,1008.57,63.0,56.0,0.0,NONE
2025-07-17 06:55:00,26.11,26.06,27.56,1008.77,63.0,56.0,0.0,NONE
2025-07-17 07:00:00,26.11,26.06,27.56,1008.84,63.0,56.0,0.0,NONE
2025-07-17 07:05:00,26.11,26.06,27.56,1008.67,63.0,56.0,0.0,NONE
2025-07-17 07:10:00,26.11,26.06,27.56,1008.3,64.0,56.0,0.0,NONE
2025-07-17 07:15:00,26.11,26.06,27.56,1008.16,64.0,56.0,0.0,NONE
2025-07-17 07:20:00,26.11,26.06,27.56,1008.64,64.0,56.0,0.0,NONE
2025-07-17 07:25:00,26.11,26.06,27.56,1008.67,64.0,57.0,0.0,NONE
2025-07-17 07:30:00,26.11,26.06,27.56,1008.64,64.0,56.0,0.0,NONE
2025-07-17 07:35:00,26.11,26.06,27.56,1008.26,64.0,57.0,0.0,NONE
2025-07-17 07:40:00,26.11,26.06,27.56,1008.3,64.0,57.0,0.0,NONE
2025-07-17 07:45:00,26.11,26.06,27.56,1009.04,64.0,57.0,0.0,NONE
2025-07-17 07:50:00,26.11,26.06,27.56,1009.28,64.0,57.0,0.0,NONE
2025-07-17 07:55:00,26.11,26.06,27.56,1008.77,64.0,56.0,0.0,NONE
2025-07-17 08:00:00,26.11,26.06,27.56,1008.23,64.0,57.0,0.0,NONE
2025-07-17 08:05:00,26.11,26.06,27.56,1008.77,64.0,57.0,0.0,NONE
2025-07-17 08:10:00,26.11,26.06,27.56,1008.94,64.0,57.0,0.0,NONE
2025-07-17 08:15:00,26.11,26.06,27.56,1009.25,64.0,57.0,0.0,NONE
2025-07-17 08:20:00,26.11,26.06,27.56,1009.55,64.0,57.0,0.0,NONE
2025-07-17 08:25:00,26.11,26.06,27.56,1010.09,64.0,57.0,0.0,NONE
2025-07-17 08:30:00,26.11,26.06,27.56,1010.13,64.0,57.0,0.0,NONE
2025-07-17 08:35:00,26.11,26.06,27.56,1010.36,64.0,57.0,0.0,NONE
2025-07-17 08:40:00,26.11,26.06,27.56,1010.6,64.0,57.0,0.0,NONE
2025-07-17 08:45:00,26.11,26.06,27.56,1011.07,64.0,57.0,0.0,NONE
2025-07-17 08:50:00,26.11,26.06,27.56,1011.45,64.0,57.0,0.0,NONE
2025-07-17 08:55:00,26.11,26.06,27.56,1010.8,64.0,57.0,0.0,NONE
2025-07-17 09:00:00,26.11,26.06,27.56,1010.4,64.0,57.0,0.0,NONE
2025-07-17 09:05:00,26.11,26.06,27.56,1009.89,64.0,57.0,0.0,NONE
2025-07-17 09:10:00,26.11,26.06,27.56,1009.99,64.0,57.0,0.0,NONE
2025-07-17 09:15:00,26.11,26.06,27.56,1009.79,64.0,57.0,0.0,NONE
2025-07-17 09:20:00,26.11,26.06,27.56,1009.92,64.0,57.0,0.0,NONE
2025-07-17 09:25:00,26.11,26.06,27.61,1009.92,64.0,57.0,0.0,NONE
2025-07-17 09:30:00,26.11,26.06,27.56,1010.09,64.0,57.0,0.0,NONE
2025-07-17 09:35:00,26.11,26.06,27.56,1009.99,66.0,57.0,0.0,NONE
2025-07-17 09:40:00,26.17,26.06,27.61,1009.79,67.0,59.0,0.0,NONE
2025-07-17 09:45:00,26.17,26.11,27.61,1009.58,68.0,59.0,0.0,NONE
2025-07-17 09:50:00,26.17,26.11,27.67,1010.02,68.0,60.0,0.0,NONE
2025-07-17 09:55:00,26.17,26.11,27.67,1010.36,68.0,60.0,0.0,NONE
2025-07-17 10:00:00,26.17,26.11,27.67,1010.57,67.0,60.0,0.0,NONE
2025-07-17 10:05:00,26.17,26.06,27.67,1010.23,67.0,59.0,0.0,NONE
2025-07-17 10:10:00,26.17,26.06,27.72,1010.06,66.0,59.0,0.0,NONE
2025-07-17 10:15:00,26.17,26.06,27.72,1010.5,67.0,59.0,0.0,NONE
2025-07-17 10:20:00,26.17,26.11,27.72,1009.99,67.0,60.0,0.0,NONE
2025-07-17 10:25:00,26.17,26.11,27.78,1009.92,67.0,60.0,0.0,NONE
2025-07-17 10:30:00,26.17,26.11,27.78,1009.72,67.0,60.0,0.0,NONE
2025-07-17 10:35:00,26.17,26.11,27.78,1009.58,68.0,60.0,0.0,NONE
2025-07-17 10:40:00,26.17,26.11,27.78,1010.13,68.0,60.0,0.0,NONE
2025-07-17 10:45:00,26.17,26.11,27.78,1009.86,67.0,60.0,0.0,NONE
2025-07-17 10:50:00,26.17,26.17,27.78,1009.89,67.0,60.0,0.0,NONE
2025-07-17 10:55:00,26.17,26.17,27.78,1010.26,67.0,60.0,0.0,NONE
2025-07-17 11:00:00,26.22,26.17,27.72,1010.23,67.0,60.0,0.0,NONE
2025-07-17 11:05:00,26.22,26.17,27.72,1009.96,67.0,60.0,0.0,NONE
2025-07-17 11:10:00,26.22,26.17,27.67,1009.72,67.0,60.0,0.0,NONE
2025-07-17 11:15:00,26.22,26.17,27.67,1009.35,67.0,60.0,0.0,NONE
2025-07-17 11:20:00,26.22,26.17,27.67,1009.21,68.0,61.0,0.0,NONE
2025-07-17 11:25:00,26.22,26.17,27.67,1009.11,68.0,61.0,0.0,NONE
2025-07-17 11:30:00,26.22,26.17,27.67,1009.21,68.0,61.0,0.0,NONE
2025-07-17 11:35:00,26.22,26.17,27.67,1009.42,67.0,60.0,0.0,NONE
2025-07-17 11:40:00,26.22,26.17,27.67,1009.45,64.0,60.0,0.0,NONE
2025-07-17 11:45:00,26.22,26.17,27.61,1009.48,66.0,60.0,0.0,NONE
2025-07-17 11:50:00,26.22,26.17,27.61,1009.58,65.0,60.0,0.0,NONE
2025-07-17 11:55:00,26.17,26.17,27.56,1009.48,66.0,60.0,0.0,NONE
2025-07-17 12:00:00,26.17,26.17,27.56,1009.65,66.0,60.0,0.0,NONE
2025-07-17 12:05:00,26.17,26.17,27.56,1009.69,66.0,60.0,0.0,NONE
